武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
重型火炮,一战,1500,0.002,0.006,56,33.994,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,10.0800=10.0800=10.0800=10.0800=11.0880=14.1120=17.1360=20.1600=17.1360=14.1120,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,9,0.108,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,20.4120=20.4120=27.2160=35.3808=43.5456=51.7104=59.8752=68.0400=59.8752=51.7104,181.4400=181.4400=226.8000=362.8800=498.9600=635.0400=771.1200=907.2000=771.1200=635.0400,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,0.861=1.644=2.427=3.209=3.914=3.718=3.209=2.427=1.644=0.861,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,156,4,0.35,0.08,36.901,5.846,0.00,158.7600=158.7600=264.6000=423.3600=582.1200=740.8800=899.6400=1058.4000=899.6400=740.8800,241.9200=241.9200=302.4000=483.8400=665.2800=846.7200=1028.1600=1209.6000=1028.1600=846.7200,1.033=2.755=4.736=6.2=8.61=7.577=5.338=3.272=1.722=0.861,1
重型火炮,二战,2500,0.002,0.006,56,37.479,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,16.8000=16.8000=16.8000=16.8000=18.4800=23.5200=28.5600=33.6000=28.5600=23.5200,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,2,0.024,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,34.0200=34.0200=45.3600=58.9680=72.5760=86.1840=99.7920=113.4000=99.7920=86.1840,302.4000=302.4000=378.0000=604.8000=831.6000=1058.4000=1285.2000=1512.0000=1285.2000=1058.4000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.221=2.331=3.441=4.551=5.55=5.272=4.551=3.441=2.331=1.221,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,156,4,0.35,0.08,39.519,9.744,0.00,264.6000=264.6000=441.0000=705.6000=970.2000=1234.8000=1499.4000=1764.0000=1499.4000=1234.8000,403.2000=403.2000=504.0000=806.4000=1108.8000=1411.2000=1713.6000=2016.0000=1713.6000=1411.2000,1.465=3.907=6.715=8.79=12.209=10.744=7.57=4.639=2.442=1.221,1
重型火炮,冷战,6000,0.002,0.006,56,43.714,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,25.2000=25.2000=25.2000=25.2000=27.7200=35.2800=42.8400=50.4000=42.8400=35.2800,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,69.6,0.835,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,51.0300=51.0300=68.0400=88.4520=108.8640=129.2760=149.6880=170.1000=149.6880=129.2760,453.6000=453.6000=567.0000=907.2000=1247.4000=1587.6000=1927.8000=2268.0000=1927.8000=1587.6000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.952=3.726=5.5=7.275=8.872=8.428=7.275=5.5=3.726=1.952,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,156,4,0.35,0.08,44.181,14.616,0.00,396.9000=396.9000=661.5000=1058.4000=1455.3000=1852.2000=2249.1000=2646.0000=2249.1000=1852.2000,604.8000=604.8000=756.0000=1209.6000=1663.2000=2116.8000=2570.4000=3024.0000=2570.4000=2116.8000,2.342=6.246=10.735=14.053=19.517=17.175=12.101=7.417=3.903=1.952,1
重型火炮,现代,12000,0.002,0.006,56,50.975,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,42.0000=42.0000=42.0000=42.0000=46.2000=58.8000=71.4000=84.0000=71.4000=58.8000,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,192,2.304,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,85.0500=85.0500=113.4000=147.4200=181.4400=215.4600=249.4800=283.5000=249.4800=215.4600,756.0000=756.0000=945.0000=1512.0000=2079.0000=2646.0000=3213.0000=3780.0000=3213.0000=2646.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.89=5.518=8.146=10.774=13.139=12.482=10.774=8.146=5.518=2.89,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,156,4,0.35,0.08,49.423,24.360,0.00,661.5000=661.5000=1102.5000=1764.0000=2425.5000=3087.0000=3748.5000=4410.0000=3748.5000=3087.0000,1008.0000=1008.0000=1260.0000=2016.0000=2772.0000=3528.0000=4284.0000=5040.0000=4284.0000=3528.0000,3.469=9.25=15.898=20.812=28.905=25.436=17.921=10.984=5.781=2.89,1
自行火炮,二战,1200,0.002,0.006,40,36.782,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,48.0000=48.0000=48.0000=52.8000=67.2000=81.6000=96.0000=81.6000=67.2000=52.8000,0.500,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,9.6,0.115,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400,24.3000=24.3000=29.1600=42.1200=55.0800=68.0400=81.0000=68.0400=55.0800=42.1200,216.0000=216.0000=216.0000=432.0000=648.0000=864.0000=1080.0000=864.0000=648.0000=432.0000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,1.116=2.131=3.146=4.161=5.074=4.82=4.161=3.146=2.131=1.116,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,112,8,0.12,0.02,38.632,34.800,0.00,162.0000=162.0000=216.0000=432.0000=648.0000=864.0000=1080.0000=864.0000=648.0000=432.0000,288.0000=288.0000=288.0000=576.0000=864.0000=1152.0000=1440.0000=1152.0000=864.0000=576.0000,1.34=3.572=6.14=8.037=11.163=9.824=6.921=4.242=2.233=1.116,1
自行火炮,冷战,4000,0.002,0.006,40,43.327,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,72.0000=72.0000=72.0000=79.2000=100.8000=122.4000=144.0000=122.4000=100.8000=79.2000,0.750,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,46.4,0.557,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400,36.4500=36.4500=43.7400=63.1800=82.6200=102.0600=121.5000=102.0600=82.6200=63.1800,324.0000=324.0000=324.0000=648.0000=972.0000=1296.0000=1620.0000=1296.0000=972.0000=648.0000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.868=3.566=5.263=6.961=8.489=8.065=6.961=5.263=3.566=1.868,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,112,12,0.12,0.02,43.689,52.200,0.00,243.0000=243.0000=324.0000=648.0000=972.0000=1296.0000=1620.0000=1296.0000=972.0000=648.0000,432.0000=432.0000=432.0000=864.0000=1296.0000=1728.0000=2160.0000=1728.0000=1296.0000=864.0000,2.241=5.976=10.272=13.447=18.677=16.435=11.579=7.097=3.735=1.868,1
自行火炮,现代,12000,0.002,0.006,40,50.975,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,120.0000=120.0000=120.0000=132.0000=168.0000=204.0000=240.0000=204.0000=168.0000=132.0000,1.250,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,192,2.304,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400,60.7500=60.7500=72.9000=105.3000=137.7000=170.1000=202.5000=170.1000=137.7000=105.3000,540.0000=540.0000=540.0000=1080.0000=1620.0000=2160.0000=2700.0000=2160.0000=1620.0000=1080.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.89=5.518=8.146=10.774=13.139=12.482=10.774=8.146=5.518=2.89,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,112,20,0.12,0.02,49.423,87.000,0.00,405.0000=405.0000=540.0000=1080.0000=1620.0000=2160.0000=2700.0000=2160.0000=1620.0000=1080.0000,720.0000=720.0000=720.0000=1440.0000=2160.0000=2880.0000=3600.0000=2880.0000=2160.0000=1440.0000,3.469=9.25=15.898=20.812=28.905=25.436=17.921=10.984=5.781=2.89,1
火箭炮,二战,500,0.002,0.006,52,35.957,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,23.4000=23.4000=23.4000=25.7400=32.7600=39.7800=46.8000=39.7800=32.7600=25.7400,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,4,0.048,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000=0.2000,42.1200=56.1600=73.0080=89.8560=106.7040=123.5520=140.4000=123.5520=106.7040=89.8560,374.4000=468.0000=748.8000=1029.6000=1310.4000=1591.2000=1872.0000=1591.2000=1310.4000=1029.6000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,0.992=1.895=2.797=3.699=4.511=4.286=3.699=2.797=1.895=0.992,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,145,6,0.35,0.08,37.581,9.048,0.00,280.8000=468.0000=748.8000=1029.6000=1310.4000=1591.2000=1872.0000=1591.2000=1310.4000=1029.6000,468.0000=585.0000=936.0000=1287.0000=1638.0000=1989.0000=2340.0000=1989.0000=1638.0000=1287.0000,1.191=3.176=5.459=7.146=9.925=8.734=6.153=3.771=1.985=0.992,0
火箭炮,冷战,3000,0.002,0.006,52,43.053,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,35.1000=35.1000=35.1000=38.6100=49.1400=59.6700=70.2000=59.6700=49.1400=38.6100,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,34.8,0.418,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000=0.2000,63.1800=84.2400=109.5120=134.7840=160.0560=185.3280=210.6000=185.3280=160.0560=134.7840,561.6000=702.0000=1123.2000=1544.4000=1965.6000=2386.8000=2808.0000=2386.8000=1965.6000=1544.4000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,1.808=3.452=5.095=6.739=8.218=7.807=6.739=5.095=3.452=1.808,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,145,10,0.35,0.08,43.34,13.572,0.00,421.2000=702.0000=1123.2000=1544.4000=1965.6000=2386.8000=2808.0000=2386.8000=1965.6000=1544.4000,702.0000=877.5000=1404.0000=1930.5000=2457.0000=2983.5000=3510.0000=2983.5000=2457.0000=1930.5000,2.17=5.786=9.944=13.018=18.08=15.911=11.21=6.871=3.616=1.808,0
火箭炮,现代,15000,0.002,0.006,52,51.188,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,58.5000=58.5000=58.5000=64.3500=81.9000=99.4500=117.0000=99.4500=81.9000=64.3500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,24,0.288,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000=0.2000,105.3000=140.4000=182.5200=224.6400=266.7600=308.8800=351.0000=308.8800=266.7600=224.6400,936.0000=1170.0000=1872.0000=2574.0000=3276.0000=3978.0000=4680.0000=3978.0000=3276.0000=2574.0000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,2.954=5.64=8.326=11.012=13.429=12.758=11.012=8.326=5.64=2.954,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,145,15,0.35,0.08,49.694,22.620,0.00,702.0000=1170.0000=1872.0000=2574.0000=3276.0000=3978.0000=4680.0000=3978.0000=3276.0000=2574.0000,1170.0000=1462.5000=2340.0000=3217.5000=4095.0000=4972.5000=5850.0000=4972.5000=4095.0000=3217.5000,3.545=9.454=16.249=21.272=29.544=25.999=18.317=11.227=5.909=2.954,0
防空炮,一战,150,0.002,0.006,20,31.849,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,9.0000=9.0000=9.0000=9.0000=9.9000=12.6000=15.3000=18.0000=15.3000=12.6000,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.9,0.011,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,0.9720=0.9720=0.9720=1.1664=1.6848=2.2032=2.7216=3.2400=2.7216=2.2032,3.2400=3.2400=3.2400=3.2400=6.4800=9.7200=12.9600=16.2000=12.9600=9.7200,0.008=0.015=0.023=0.03=0.037=0.035=0.03=0.023=0.015=0.008,1.653=3.155=4.658=6.16=7.512=7.137=6.16=4.658=3.155=1.653,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,56,4,0.35,0.08,34.172,4.176,0.00,4.0500=4.0500=4.0500=5.4000=10.8000=16.2000=21.6000=27.0000=21.6000=16.2000,5.4000=5.4000=5.4000=5.4000=10.8000=16.2000=21.6000=27.0000=21.6000=16.2000,0.744=1.983=3.409=4.462=6.198=5.454=3.843=2.355=1.24=0.62,1
防空炮,二战,400,0.002,0.006,20,35.748,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,15.0000=15.0000=15.0000=15.0000=16.5000=21.0000=25.5000=30.0000=25.5000=21.0000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,3.2,0.038,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,1.6200=1.6200=1.6200=1.9440=2.8080=3.6720=4.5360=5.4000=4.5360=3.6720,5.4000=5.4000=5.4000=5.4000=10.8000=16.2000=21.6000=27.0000=21.6000=16.2000,0.011=0.021=0.03=0.04=0.049=0.047=0.04=0.03=0.021=0.011,2.563=4.893=7.224=9.554=11.651=11.069=9.554=7.224=4.893=2.563,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,56,4,0.35,0.08,37.316,6.960,0.00,6.7500=6.7500=6.7500=9.0000=18.0000=27.0000=36.0000=45.0000=36.0000=27.0000,9.0000=9.0000=9.0000=9.0000=18.0000=27.0000=36.0000=45.0000=36.0000=27.0000,1.153=3.076=5.287=6.921=9.612=8.459=5.96=3.653=1.922=0.961,1
防空炮,冷战,1200,0.002,0.006,20,42.182,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,22.5000=22.5000=22.5000=22.5000=24.7500=31.5000=38.2500=45.0000=38.2500=31.5000,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,13.92,0.167,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,2.4300=2.4300=2.4300=2.9160=4.2120=5.5080=6.8040=8.1000=6.8040=5.5080,8.1000=8.1000=8.1000=8.1000=16.2000=24.3000=32.4000=40.5000=32.4000=24.3000,0.016=0.03=0.044=0.058=0.071=0.067=0.058=0.044=0.03=0.016,4.316=8.24=12.164=16.089=19.62=18.639=16.089=12.164=8.24=4.316,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,56,4,0.35,0.08,42.232,10.440,0.00,10.1250=10.1250=10.1250=13.5000=27.0000=40.5000=54.0000=67.5000=54.0000=40.5000,13.5000=13.5000=13.5000=13.5000=27.0000=40.5000=54.0000=67.5000=54.0000=40.5000,1.942=5.18=8.903=11.654=16.187=14.244=10.036=6.151=3.237=1.619,1
防空炮,现代,5000,0.002,0.006,20,50.14,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,37.5000=37.5000=37.5000=37.5000=41.2500=52.5000=63.7500=75.0000=63.7500=52.5000,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,8,0.096,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,4.0500=4.0500=4.0500=4.8600=7.0200=9.1800=11.3400=13.5000=11.3400=9.1800,13.5000=13.5000=13.5000=13.5000=27.0000=40.5000=54.0000=67.5000=54.0000=40.5000,0.022=0.041=0.061=0.08=0.098=0.093=0.08=0.061=0.041=0.022,7.04=13.439=19.839=26.239=31.999=30.399=26.239=19.839=13.439=7.04,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,56,4,0.35,0.08,48.36,17.400,0.00,16.8750=16.8750=16.8750=22.5000=45.0000=67.5000=90.0000=112.5000=90.0000=67.5000,22.5000=22.5000=22.5000=22.5000=45.0000=67.5000=90.0000=112.5000=90.0000=67.5000,3.168=8.448=14.519=19.007=26.399=23.231=16.367=10.032=5.28=2.64,1
