武器种类,时代,成本,移动映射成本损耗/H,交战映射成本损耗/H,编制宽度,组织度,侦查（10阶段）,防御（10阶段）,装甲厚度,火控（10阶段）,电子干扰（10阶段）,电子抗性（10阶段）,燃料容量,燃料每轮消耗,对地友伤（10阶段）,对地命中（10阶段）,对地穿甲穿透（10阶段）,对地压制（10阶段）,对空命中（10阶段）,对空伤害（10阶段）,对空装甲穿透（不用设计就是0即可）,对海命中（10阶段）,对海装甲穿透（10阶段）,海洋适应性,平原适应性,城市适应性,丘陵适应性,森林适应性,丛林适应性,山地适应性,沙漠适应性,沼泽适应性,可通行冰面湖泊适应性,酷暑适应性,炎热适应性,温和适应性,严寒适应性,极寒适应性,晴朗适应性,小雨适应性,暴雨适应性,小雪适应性,暴风雪适应性,沙尘暴适应性,大雾适应性,人力占用,速度（km/h）,部队摩托化时卡车成本系数,部队非摩托化时卡车成本系数,血量,突破（10阶段）,堑壕防御,对地硬攻（10阶段）,对地软攻（10阶段）,对海伤害（10阶段）,武器定位
重型火炮,一战,1500,0.002,0.006,56,33.994,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,10.0800=10.0800=10.0800=10.0800=11.0880=14.1120=17.1360=20.1600=17.1360=14.1120,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,9,0.108,0.007=0.016=0.043=0.074=0.108=0.135=0.122=0.094=0.061=0.03,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,27.2160=27.2160=36.2880=47.1744=58.0608=68.9472=79.8336=90.7200=79.8336=68.9472,241.9200=241.9200=302.4000=483.8400=665.2800=846.7200=1028.1600=1209.6000=1028.1600=846.7200,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,156,4,0.35,0.08,36.901,10.080,0.00,211.6800=211.6800=352.8000=564.4800=776.1600=987.8400=1199.5200=1411.2000=1199.5200=987.8400,322.5600=322.5600=403.2000=645.1200=887.0400=1128.9600=1370.8800=1612.8000=1370.8800=1128.9600,1.033=2.755=4.736=6.2=8.61=7.577=5.338=3.272=1.722=0.861,1
重型火炮,二战,2500,0.002,0.006,56,37.479,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,16.8000=16.8000=16.8000=16.8000=18.4800=23.5200=28.5600=33.6000=28.5600=23.5200,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,2,0.024,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,45.3600=45.3600=60.4800=78.6240=96.7680=114.9120=133.0560=151.2000=133.0560=114.9120,403.2000=403.2000=504.0000=806.4000=1108.8000=1411.2000=1713.6000=2016.0000=1713.6000=1411.2000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,156,4,0.35,0.08,39.519,16.800,0.00,352.8000=352.8000=588.0000=940.8000=1293.6000=1646.4000=1999.2000=2352.0000=1999.2000=1646.4000,537.6000=537.6000=672.0000=1075.2000=1478.4000=1881.6000=2284.8000=2688.0000=2284.8000=1881.6000,1.465=3.907=6.715=8.79=12.209=10.744=7.57=4.639=2.442=1.221,1
重型火炮,冷战,6000,0.002,0.006,56,43.714,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,25.2000=25.2000=25.2000=25.2000=27.7200=35.2800=42.8400=50.4000=42.8400=35.2800,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,69.6,0.835,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,68.0400=68.0400=90.7200=117.9360=145.1520=172.3680=199.5840=226.8000=199.5840=172.3680,604.8000=604.8000=756.0000=1209.6000=1663.2000=2116.8000=2570.4000=3024.0000=2570.4000=2116.8000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,156,4,0.35,0.08,44.181,25.200,0.00,529.2000=529.2000=882.0000=1411.2000=1940.4000=2469.6000=2998.8000=3528.0000=2998.8000=2469.6000,806.4000=806.4000=1008.0000=1612.8000=2217.6000=2822.4000=3427.2000=4032.0000=3427.2000=2822.4000,2.342=6.246=10.735=14.053=19.517=17.175=12.101=7.417=3.903=1.952,1
重型火炮,现代,12000,0.002,0.006,56,50.975,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,42.0000=42.0000=42.0000=42.0000=46.2000=58.8000=71.4000=84.0000=71.4000=58.8000,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,192,2.304,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,113.4000=113.4000=151.2000=196.5600=241.9200=287.2800=332.6400=378.0000=332.6400=287.2800,1008.0000=1008.0000=1260.0000=2016.0000=2772.0000=3528.0000=4284.0000=5040.0000=4284.0000=3528.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,156,4,0.35,0.08,49.423,42.000,0.00,882.0000=882.0000=1470.0000=2352.0000=3234.0000=4116.0000=4998.0000=5880.0000=4998.0000=4116.0000,1344.0000=1344.0000=1680.0000=2688.0000=3696.0000=4704.0000=5712.0000=6720.0000=5712.0000=4704.0000,3.469=9.25=15.898=20.812=28.905=25.436=17.921=10.984=5.781=2.89,1
自行火炮,二战,1200,0.002,0.006,40,36.782,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,48.0000=48.0000=48.0000=52.8000=67.2000=81.6000=96.0000=81.6000=67.2000=52.8000,0.500,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,9.6,0.115,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400,32.4000=32.4000=38.8800=56.1600=73.4400=90.7200=108.0000=90.7200=73.4400=56.1600,288.0000=288.0000=288.0000=576.0000=864.0000=1152.0000=1440.0000=1152.0000=864.0000=576.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,112,8,0.12,0.02,38.632,60.000,0.00,216.0000=216.0000=288.0000=576.0000=864.0000=1152.0000=1440.0000=1152.0000=864.0000=576.0000,384.0000=384.0000=384.0000=768.0000=1152.0000=1536.0000=1920.0000=1536.0000=1152.0000=768.0000,1.34=3.572=6.14=8.037=11.163=9.824=6.921=4.242=2.233=1.116,1
自行火炮,冷战,4000,0.002,0.006,40,43.327,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,72.0000=72.0000=72.0000=79.2000=100.8000=122.4000=144.0000=122.4000=100.8000=79.2000,0.750,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,46.4,0.557,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400,48.6000=48.6000=58.3200=84.2400=110.1600=136.0800=162.0000=136.0800=110.1600=84.2400,432.0000=432.0000=432.0000=864.0000=1296.0000=1728.0000=2160.0000=1728.0000=1296.0000=864.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,112,12,0.12,0.02,43.689,90.000,0.00,324.0000=324.0000=432.0000=864.0000=1296.0000=1728.0000=2160.0000=1728.0000=1296.0000=864.0000,576.0000=576.0000=576.0000=1152.0000=1728.0000=2304.0000=2880.0000=2304.0000=1728.0000=1152.0000,2.241=5.976=10.272=13.447=18.677=16.435=11.579=7.097=3.735=1.868,1
自行火炮,现代,12000,0.002,0.006,40,50.975,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,120.0000=120.0000=120.0000=132.0000=168.0000=204.0000=240.0000=204.0000=168.0000=132.0000,1.250,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,192,2.304,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2400=0.2400=0.2400=0.2400=0.3600=0.4800=0.6000=0.4800=0.3600=0.2400,81.0000=81.0000=97.2000=140.4000=183.6000=226.8000=270.0000=226.8000=183.6000=140.4000,720.0000=720.0000=720.0000=1440.0000=2160.0000=2880.0000=3600.0000=2880.0000=2160.0000=1440.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,112,20,0.12,0.02,49.423,150.000,0.00,540.0000=540.0000=720.0000=1440.0000=2160.0000=2880.0000=3600.0000=2880.0000=2160.0000=1440.0000,960.0000=960.0000=960.0000=1920.0000=2880.0000=3840.0000=4800.0000=3840.0000=2880.0000=1920.0000,3.469=9.25=15.898=20.812=28.905=25.436=17.921=10.984=5.781=2.89,1
火箭炮,二战,500,0.002,0.006,52,35.957,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,23.4000=23.4000=23.4000=25.7400=32.7600=39.7800=46.8000=39.7800=32.7600=25.7400,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,4,0.048,0.009=0.022=0.058=0.099=0.144=0.18=0.162=0.126=0.081=0.04,0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000=0.2000,56.1600=74.8800=97.3440=119.8080=142.2720=164.7360=187.2000=164.7360=142.2720=119.8080,499.2000=624.0000=998.4000=1372.8000=1747.2000=2121.6000=2496.0000=2121.6000=1747.2000=1372.8000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,145,6,0.35,0.08,37.581,15.600,0.00,374.4000=624.0000=998.4000=1372.8000=1747.2000=2121.6000=2496.0000=2121.6000=1747.2000=1372.8000,624.0000=780.0000=1248.0000=1716.0000=2184.0000=2652.0000=3120.0000=2652.0000=2184.0000=1716.0000,1.191=3.176=5.459=7.146=9.925=8.734=6.153=3.771=1.985=0.992,0
火箭炮,冷战,3000,0.002,0.006,52,43.053,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,35.1000=35.1000=35.1000=38.6100=49.1400=59.6700=70.2000=59.6700=49.1400=38.6100,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,34.8,0.418,0.013=0.031=0.084=0.144=0.209=0.261=0.235=0.183=0.117=0.057,0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000=0.2000,84.2400=112.3200=146.0160=179.7120=213.4080=247.1040=280.8000=247.1040=213.4080=179.7120,748.8000=936.0000=1497.6000=2059.2000=2620.8000=3182.4000=3744.0000=3182.4000=2620.8000=2059.2000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,145,10,0.35,0.08,43.34,23.400,0.00,561.6000=936.0000=1497.6000=2059.2000=2620.8000=3182.4000=3744.0000=3182.4000=2620.8000=2059.2000,936.0000=1170.0000=1872.0000=2574.0000=3276.0000=3978.0000=4680.0000=3978.0000=3276.0000=2574.0000,2.17=5.786=9.944=13.018=18.08=15.911=11.21=6.871=3.616=1.808,0
火箭炮,现代,15000,0.002,0.006,52,51.188,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,58.5000=58.5000=58.5000=64.3500=81.9000=99.4500=117.0000=99.4500=81.9000=64.3500,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,24,0.288,0.018=0.043=0.115=0.198=0.288=0.36=0.324=0.252=0.162=0.079,0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000=0.2000,140.4000=187.2000=243.3600=299.5200=355.6800=411.8400=468.0000=411.8400=355.6800=299.5200,1248.0000=1560.0000=2496.0000=3432.0000=4368.0000=5304.0000=6240.0000=5304.0000=4368.0000=3432.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,145,15,0.35,0.08,49.694,39.000,0.00,936.0000=1560.0000=2496.0000=3432.0000=4368.0000=5304.0000=6240.0000=5304.0000=4368.0000=3432.0000,1560.0000=1950.0000=3120.0000=4290.0000=5460.0000=6630.0000=7800.0000=6630.0000=5460.0000=4290.0000,3.545=9.454=16.249=21.272=29.544=25.999=18.317=11.227=5.909=2.954,0
防空炮,一战,150,0.002,0.006,20,31.849,0.0300=0.0360=0.0420=0.0480=0.0540=0.0600=0.0540=0.0480=0.0420=0.0360,9.0000=9.0000=9.0000=9.0000=9.9000=12.6000=15.3000=18.0000=15.3000=12.6000,0.000,0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600=0.0600,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.9,0.011,0.001=0.002=0.005=0.008=0.012=0.015=0.014=0.01=0.007=0.003,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,1.2960=1.2960=1.2960=1.5552=2.2464=2.9376=3.6288=4.3200=3.6288=2.9376,4.3200=4.3200=4.3200=4.3200=8.6400=12.9600=17.2800=21.6000=17.2800=12.9600,0.1000=0.1000=0.1000=0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750,1.0800=1.0800=1.0800=1.0800=1.4400=2.1600=2.8800=3.6000=2.8800=2.1600,0=0=0=0=0=0=0=0=0=0,0.004=0.012=0.02=0.026=0.037=0.032=0.023=0.014=0.007=0.004,0=1.9=4.75=9.5=16.15=19=17.1=13.3=7.6=3.8,0.9,0.9,0.84,0.84,0.84,0.84,0.84,0.84,0.59,0.84,0.84,0.84,0.9,0.84,0.59,0.9,0.84,0.59,0.84,0.59,0.59,0.84,56,4,0.35,0.08,34.172,7.200,0.00,5.4000=5.4000=5.4000=7.2000=14.4000=21.6000=28.8000=36.0000=28.8000=21.6000,7.2000=7.2000=7.2000=7.2000=14.4000=21.6000=28.8000=36.0000=28.8000=21.6000,0.744=1.983=3.409=4.462=6.198=5.454=3.843=2.355=1.24=0.62,1
防空炮,二战,400,0.002,0.006,20,35.748,0.0500=0.0600=0.0700=0.0800=0.0900=0.1000=0.0900=0.0800=0.0700=0.0600,15.0000=15.0000=15.0000=15.0000=16.5000=21.0000=25.5000=30.0000=25.5000=21.0000,0.000,0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000=0.1000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,3.2,0.038,0.001=0.002=0.006=0.011=0.016=0.02=0.018=0.014=0.009=0.004,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,2.1600=2.1600=2.1600=2.5920=3.7440=4.8960=6.0480=7.2000=6.0480=4.8960,7.2000=7.2000=7.2000=7.2000=14.4000=21.6000=28.8000=36.0000=28.8000=21.6000,0.1000=0.1000=0.1000=0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750,1.8000=1.8000=1.8000=1.8000=2.4000=3.6000=4.8000=6.0000=4.8000=3.6000,0=0=0=0=0=0=0=0=0=0,0.006=0.016=0.027=0.035=0.049=0.043=0.03=0.019=0.01=0.005,0=2.3=5.75=11.5=19.55=23=20.7=16.1=9.2=4.6,0.92,0.92,0.86,0.86,0.86,0.86,0.86,0.86,0.61,0.86,0.86,0.86,0.92,0.86,0.61,0.92,0.86,0.61,0.86,0.61,0.61,0.86,56,4,0.35,0.08,37.316,12.000,0.00,9.0000=9.0000=9.0000=12.0000=24.0000=36.0000=48.0000=60.0000=48.0000=36.0000,12.0000=12.0000=12.0000=12.0000=24.0000=36.0000=48.0000=60.0000=48.0000=36.0000,1.153=3.076=5.287=6.921=9.612=8.459=5.96=3.653=1.922=0.961,1
防空炮,冷战,1200,0.002,0.006,20,42.182,0.0750=0.0900=0.1050=0.1200=0.1350=0.1500=0.1350=0.1200=0.1050=0.0900,22.5000=22.5000=22.5000=22.5000=24.7500=31.5000=38.2500=45.0000=38.2500=31.5000,0.000,0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500=0.1500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,13.92,0.167,0.001=0.003=0.009=0.016=0.023=0.029=0.026=0.02=0.013=0.006,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,3.2400=3.2400=3.2400=3.8880=5.6160=7.3440=9.0720=10.8000=9.0720=7.3440,10.8000=10.8000=10.8000=10.8000=21.6000=32.4000=43.2000=54.0000=43.2000=32.4000,0.1000=0.1000=0.1000=0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750,2.7000=2.7000=2.7000=2.7000=3.6000=5.4000=7.2000=9.0000=7.2000=5.4000,0=0=0=0=0=0=0=0=0=0,0.009=0.023=0.039=0.051=0.071=0.063=0.044=0.027=0.014=0.007,0=2.7=6.75=13.5=22.95=27=24.3=18.9=10.8=5.4,0.956,0.956,0.896,0.896,0.896,0.896,0.896,0.896,0.646,0.896,0.896,0.896,0.956,0.896,0.646,0.956,0.896,0.646,0.896,0.646,0.646,0.896,56,4,0.35,0.08,42.232,18.000,0.00,13.5000=13.5000=13.5000=18.0000=36.0000=54.0000=72.0000=90.0000=72.0000=54.0000,18.0000=18.0000=18.0000=18.0000=36.0000=54.0000=72.0000=90.0000=72.0000=54.0000,1.942=5.18=8.903=11.654=16.187=14.244=10.036=6.151=3.237=1.619,1
防空炮,现代,5000,0.002,0.006,20,50.14,0.1250=0.1500=0.1750=0.2000=0.2250=0.2500=0.2250=0.2000=0.1750=0.1500,37.5000=37.5000=37.5000=37.5000=41.2500=52.5000=63.7500=75.0000=63.7500=52.5000,0.000,0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500=0.2500,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000=0.0000,8,0.096,0.002=0.005=0.013=0.022=0.032=0.04=0.036=0.028=0.018=0.009,0.2000=0.2000=0.2000=0.2000=0.2000=0.3000=0.4000=0.5000=0.4000=0.3000,5.4000=5.4000=5.4000=6.4800=9.3600=12.2400=15.1200=18.0000=15.1200=12.2400,18.0000=18.0000=18.0000=18.0000=36.0000=54.0000=72.0000=90.0000=72.0000=54.0000,0.1000=0.1000=0.1000=0.1000=0.1375=0.1750=0.2125=0.2500=0.2125=0.1750,4.5000=4.5000=4.5000=4.5000=6.0000=9.0000=12.0000=15.0000=12.0000=9.0000,0=0=0=0=0=0=0=0=0=0,0.012=0.031=0.054=0.071=0.098=0.086=0.061=0.037=0.02=0.01,0=3.2=8=16=27.2=32=28.8=22.4=12.8=6.4,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.69,0.94,0.94,0.94,1,0.94,0.69,1,0.94,0.69,0.94,0.69,0.69,0.94,56,4,0.35,0.08,48.36,30.000,0.00,22.5000=22.5000=22.5000=30.0000=60.0000=90.0000=120.0000=150.0000=120.0000=90.0000,30.0000=30.0000=30.0000=30.0000=60.0000=90.0000=120.0000=150.0000=120.0000=90.0000,3.168=8.448=14.519=19.007=26.399=23.231=16.367=10.032=5.28=2.64,1
