"国家分组TAG","国家分组_中文","城市名_中文","城市名_英文","国家ID","国家颜色","国家分组_英文","国家内序号","国家保留城市数","保留原因","同州删除城市","同州原城市数","生效日期","城市省份ID","胜利点","城市人口_原版无独立字段","人口口径","所属地区人口","所属地区ID","所属地区_中文","所属地区_英文","地区类型","地区建筑槽","本地补给","地区省份数","拥有者TAG","拥有者_中文","拥有者_英文","控制者TAG","核心TAG","宣称TAG","省份类型","地形","是否沿海","大陆","大陆ID","省份RGB","地图X","地图高度Y","地图Z","地图旋转","地图缩放","是否补给节点","补给节点等级字段","铁路经过数量","铁路最高等级","地区资源","地区建筑","本省建筑","城市特殊名_中文","城市特殊名_英文","来源州文件"
"PER","伊朗","比尔詹德","Birjand","60","#D20886","Iran","15","15","胜利点最高","","1","base","7990","1","","所属地区manpower","243007","1003","南霍拉桑","South Khorasan","wasteland","0","0.0","5","PER","伊朗","Iran","","PER","","land","mountain","false","middle_east","7","93,66,26","3735.50","13.05","1198.00","1.57","0.50","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1003-South Khorasan.txt"
"PHI","菲律宾联邦","马尼拉","Manila","29","#E810AA","Philippines","1","7","胜利点最高；城市名匹配地区名；补给节点","八打雁(1); 卡拉潘(1)","3","base","10265","15","","所属地区manpower","2277042","327","马尼拉","Manila","large_town","5","0.0","10","PHI","菲律宾联邦","Philippines","","PHI","","land","urban","true","asia","6","132,141,204","4693.20","9.50","880.00","1.57","0.20","yes","1","0","0","{""coal"": 1}","{""air_base"": 6, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 3}","{""naval_base"": 5}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\327-Philippines.txt"
"PHI","菲律宾联邦","阿帕里","Aparri","29","#E810AA","Philippines","2","7","胜利点最高","","1","base","12213","1","","所属地区manpower","818940","623","吕宋","Luzon","rural","2","0.0","11","PHI","菲律宾联邦","Philippines","","PHI","","land","jungle","true","asia","6","174,120,2","4697.27","9.85","944.00","1.57","0.30","no","","0","0","{""rubber"": 1}","{""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\623-Luzon.txt"
"PHI","菲律宾联邦","达沃","Davao","29","#E810AA","Philippines","3","7","胜利点最高；城市名匹配地区名","","1","base","4241","5","","所属地区manpower","815609","627","达沃","Davao","rural","2","0.0","9","PHI","菲律宾联邦","Philippines","","PHI","","land","jungle","true","asia","6","48,21,63","4762.02","9.89","760.00","1.57","0.22","no","","0","0","","{""infrastructure"": 2}","{""naval_base"": 2}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\627-Mindanao.txt"
"PHI","菲律宾联邦","宿雾","Cebu","29","#E810AA","Philippines","4","7","胜利点最高","","1","base","12118","1","","所属地区manpower","3426194","628","西米沙鄢","Western Visayas","large_town","5","6.0","9","PHI","菲律宾联邦","Philippines","","PHI","","land","plains","true","asia","6","174,18,27","4737.92","9.50","817.00","1.57","0.12","no","","0","0","","{""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\628-Cebu.txt"
"PHI","菲律宾联邦","三宝颜","Zamboanga","29","#E810AA","Philippines","5","7","胜利点最高；城市名匹配地区名","","1","base","1421","2","","所属地区manpower","295467","1025","三宝颜","Zamboanga","pastoral","1","0.0","6","PHI","菲律宾联邦","Philippines","","PHI","","land","plains","true","asia","6","6,201,185","4710.56","9.63","762.00","1.57","0.16","no","","0","0","{""coal"": 2}","{""infrastructure"": 1}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1025 - Zamboanga.txt"
"PHI","菲律宾联邦","卡加延德奥罗","Cagayan de Oro","29","#E810AA","Philippines","6","7","胜利点最高","","1","base","10243","1","","所属地区manpower","751793","1026","北棉兰老","Northern Mindanao","rural","2","0.0","11","PHI","菲律宾联邦","Philippines","","PHI","","land","mountain","true","asia","6","132,120,44","4746.20","10.12","777.00","1.57","0.20","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1026 - North Mindanao.txt"
"PHI","菲律宾联邦","巴丹","Bataan","29","#E810AA","Philippines","7","7","胜利点最高；城市名匹配地区名","达古潘(1)","2","base","7351","2","","所属地区manpower","2371662","1027","巴丹","Bataan","town","4","0.0","7","PHI","菲律宾联邦","Philippines","","PHI","","land","plains","true","asia","6","90,108,71","4683.02","9.50","886.00","1.57","0.22","no","","0","0","{""chromium"": 23}","{""air_base"": 3, ""arms_factory"": 1, ""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1027 - Bataan.txt"
"POL","波兰","华沙","Warsaw","99","#251961","Poland","1","18","胜利点最高；城市名匹配地区名；补给节点","谢德尔采(1)","2","base","3544","25","","所属地区manpower","3089000","10","华沙","Warsaw","large_city","8","7.0","9","POL","波兰","Poland","","POL","","land","urban","false","europe","1","44,159,148","3129.02","9.82","1561.00","1.57","0.22","yes","1","7","2","","{""air_base"": 5, ""anti_air_building"": 2, ""arms_factory"": 6, ""industrial_complex"": 2, ""infrastructure"": 4}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\10-Poland.txt"
"POL","波兰","但泽","Danzig","99","#251961","Poland","2","18","胜利点最高；城市名匹配地区名；补给节点","","1","base","362","10","","所属地区manpower","366730","85","但泽","Danzig","city","6","0.0","1","POL","波兰","Poland","","POL;DNZ;KSH","PRE","land","urban","true","europe","1","1,156,170","3097.00","10.30","1604.75","-1.57","0.28","yes","1","6","2","","{""arms_factory"": 2, ""dockyard"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 5}","KSH:格顿斯克","KSH:Gduńsk","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\85-Danzig.txt"
"POL","波兰","波兹南","Poznań","99","#251961","Poland","3","18","胜利点最高；城市名匹配地区名；补给节点","","1","base","6558","10","","所属地区manpower","2106500","86","波兹南","Poznan","city","6","0.0","9","POL","波兰","Poland","","POL","PRE","land","urban","false","europe","1","86,147,146","3063.56","10.39","1567.00","1.57","0.16","yes","1","2","2","","{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}","","GER:波森; ISR:波伊兹恩; PAP:波兹南城","GER:Posen; ISR:Poyzn; PAP:Civitas Posnaniensis","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\86-Poznan.txt"
"POL","波兰","罗兹","Łódź","99","#251961","Poland","4","18","胜利点最高；城市名匹配地区名；补给节点","","1","base","9508","10","","所属地区manpower","2632000","87","罗兹","Łódz","town","4","0.0","7","POL","波兰","Poland","","POL","","land","urban","false","europe","1","128,117,49","3108.20","10.00","1553.00","1.57","0.20","yes","1","2","2","","{""industrial_complex"": 2, ""infrastructure"": 3}","","GER:利茨曼施塔特","GER:Litzmannstadt","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\87-Lodz.txt"
"POL","波兰","克拉科夫","Kraków","99","#251961","Poland","5","18","胜利点最高；城市名匹配地区名；补给节点","塔尔努夫(3); 扎莫希奇(1)","3","base","9427","20","","所属地区manpower","3692800","88","克拉科夫","Kraków","large_city","8","12.0","14","POL","波兰","Poland","","POL","","land","urban","false","europe","1","128,18,144","3112.12","10.65","1522.00","1.57","0.16","yes","1","4","2","{""oil"": 3.0, ""steel"": 5.0}","{""air_base"": 4, ""arms_factory"": 1, ""industrial_complex"": 3, ""infrastructure"": 3}","","AUS:克拉科夫; GEN:克拉科夫; GER:克拉科夫","AUS:Krakau; GEN:Krakau; GER:Krakau","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\88-Kielce.txt"
"POL","波兰","斯坦尼斯瓦沃夫","Stanisławów","99","#251961","Poland","6","18","胜利点最高；城市名匹配地区名","","1","base","11411","1","","所属地区manpower","2180300","89","斯坦尼斯瓦沃夫","Stanisławów","town","4","0.0","7","POL","波兰","Poland","","POL;UKR","","land","forest","false","europe","1","170,18,52","3186.30","10.70","1497.00","1.57","0.24","no","","1","1","","{""air_base"": 3, ""infrastructure"": 3}","","AUS:施坦尼斯劳; GEN:施坦尼斯劳; GER:施坦尼斯劳; SOV:斯坦尼斯拉夫; UKR:斯坦尼斯拉夫","AUS:Stanislau; GEN:Stanislau; GER:Stanislau; SOV:Stanislav; UKR:Stanislav","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\89-Krakow.txt"
"POL","波兰","凯尔采","Kielce","99","#251961","Poland","7","18","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1；城市名匹配地区名","拉多姆(5)","2","base","11430","5","","所属地区manpower","1835700","90","凯尔采","Kielce","town","4","0.0","7","POL","波兰","Poland","","POL","","land","hills","false","europe","1","170,39,212","3121.20","10.34","1529.00","1.57","0.20","no","","2","2","{""steel"": 8}","{""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\90-Lwow.txt"
"POL","波兰","利沃夫","Lwów","99","#251961","Poland","8","18","胜利点最高；城市名匹配地区名；补给节点","","1","base","11479","3","","所属地区manpower","3227800","91","利沃夫","Lwów","city","6","0.0","10","POL","波兰","Poland","","POL;UKR","","land","urban","false","europe","1","170,105,152","3179.30","9.88","1514.00","1.57","0.26","yes","1","5","2","","{""air_base"": 5, ""industrial_complex"": 3, ""infrastructure"": 3}","","AUS:伦贝格; GEN:伦贝格; GER:伦贝格; UKR:利沃夫","AUS:Lemberg; GEN:Lemberg; GER:Lemberg; UKR:Lviv","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\91-Tarnopol.txt"
"POL","波兰","卢布林","Lublin","99","#251961","Poland","9","18","胜利点最高；城市名匹配地区名；补给节点","","1","base","11399","1","","所属地区manpower","2464600","92","卢布林","Lublin","town","4","9.0","9","POL","波兰","Poland","","POL","","land","plains","false","europe","1","170,6,37","3166.52","10.05","1535.00","-1.57","0.28","yes","1","3","2","{""coal"": 2}","{""air_base"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\92-Lublin.txt"
"POL","波兰","科韦利","Kowel","99","#251961","Poland","10","18","胜利点最高","罗夫诺(1)","2","base","422","3","","所属地区manpower","1985600","93","沃伦","Wołyn","town","4","0.0","10","POL","波兰","Poland","","POL;UKR","","land","plains","false","europe","1","2,9,165","3184.64","9.90","1531.00","1.57","0.24","no","","2","2","","{""infrastructure"": 3}","","SOV:科韦尔; UKR:科韦尔","SOV:Kovel; UKR:Kovel","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\93-Volhynian.txt"
"POL","波兰","布列斯特-立托夫斯克","Brest-Litovsk","99","#251961","Poland","11","18","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1；补给节点","平斯克(1)","2","base","3392","1","","所属地区manpower","1232200","94","波莱谢","Polesie","rural","2","0.0","16","POL","波兰","Poland","","POL;BLR","","land","urban","false","europe","1","43,207,93","3177.52","9.80","1563.00","-1.57","0.28","yes","1","3","2","","{""infrastructure"": 2}","","BLR:布列斯特; POL:布列斯特-立托夫斯克; SOV:布列斯特-立托夫斯克; UKR:别列斯佳","BLR:Brest; POL:Brześć Litewski; SOV:Brest-Litovskii; UKR:Berestia","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\94-Polesie.txt"
"POL","波兰","巴拉诺维奇","Baranowicze","99","#251961","Poland","12","18","胜利点最高；补给节点","","1","base","9304","1","","所属地区manpower","1598900","95","新格鲁多克","Nowogródek","rural","2","6.0","11","POL","波兰","Poland","","POL;BLR","","land","forest","false","europe","1","127,81,164","3212.76","10.47","1584.00","1.57","0.24","yes","1","2","2","","{""air_base"": 3, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\95-Nowogrodek.txt"
"POL","波兰","莫洛杰奇诺","Mołodeczno","99","#251961","Poland","13","18","胜利点最高","","1","base","406","1","","所属地区manpower","726000","96","维列伊卡","Wilejka","rural","2","0.0","7","POL","波兰","Poland","","POL;BLR","","land","plains","false","europe","1","1,210,45","3230.24","9.90","1615.00","-1.57","0.36","no","","0","0","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\96-Wilejka.txt"
"POL","波兰","比亚韦斯托克","Białystok","99","#251961","Poland","14","18","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1；城市名匹配地区名；补给节点","格罗德诺(3); 苏瓦乌基(1)","3","base","11301","3","","所属地区manpower","1157200","97","比亚韦斯托克","Białystok","rural","2","5.0","9","POL","波兰","Poland","","POL;BLR","","land","forest","false","europe","1","169,102,132","3160.48","10.40","1580.00","1.57","0.24","yes","1","4","2","","{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}","","GER:比亚韦斯托克","GER:Bialystok","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\97-Bialystok.txt"
"POL","波兰","普沃茨克","Płock","99","#251961","Poland","15","18","胜利点最高；城市名匹配地区名","","1","base","3230","5","","所属地区manpower","1412100","98","普沃茨克","Płock","rural","2","7.0","9","POL","波兰","Poland","","POL","","land","plains","false","europe","1","43,27,63","3105.12","10.35","1574.00","1.57","0.24","no","","1","2","","{""infrastructure"": 3}","","GER:施罗特斯堡","GER:Schröttersburg","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\98-Mazurskie.txt"
"POL","波兰","卡托维兹","Katowice","99","#251961","Poland","16","18","胜利点最高；城市名匹配地区名；补给节点","","1","base","6464","5","","所属地区manpower","1000000","762","卡托维兹","Katowice","city","6","0.0","2","POL","波兰","Poland","","POL;SIL","PRE","land","urban","false","europe","1","86,33,211","3101.88","11.67","1523.00","-1.57","0.20","yes","1","4","2","{""aluminium"": 7, ""coal"": 32, ""steel"": 19}","{""industrial_complex"": 1, ""infrastructure"": 3}","","GER:卡托维兹; ISR:卡特维茨; SIL:卡托维茨","GER:Kattowitz; ISR:Kattevitz; SIL:Katowicy","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\762-Katowice.txt"
"POL","波兰","维尔纳","Vilna","99","#251961","Poland","17","18","胜利点最高；城市名匹配地区名；补给节点","","1","base","3320","3","","所属地区manpower","517081","784","维尔纳","Vilna","rural","2","0.0","4","POL","波兰","Poland","","POL;LIT","","land","urban","false","europe","1","43,120,193","3201.35","10.30","1611.84","-1.57","0.32","yes","1","4","2","","{""air_base"": 5, ""industrial_complex"": 1, ""infrastructure"": 3}","","AUS:维尔纳; GER:维尔纳; LAT:维尔纳; LIT:维尔纽斯; POL:维尔诺","AUS:Wilna; GER:Wilna; LAT:Viļņa; LIT:Vilnius; POL:Wilno","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\784-Ermland-Masuren.txt"
"POL","波兰","格丁尼亚","Gdynia","99","#251961","Poland","18","18","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1；城市名匹配地区名","托伦(5); 比得哥什(1)","3","base","9263","5","","所属地区manpower","713370","807","格丁尼亚","Gdynia","city","6","0.0","8","POL","波兰","Poland","","POL;KSH","PRE","land","plains","true","europe","1","127,33,214","3092.24","10.40","1612.39","-1.57","0.32","no","","1","1","","{""air_base"": 2, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 1}","GER:哥腾哈芬; KSH:格丁尼奥","GER:Gotenhafen; KSH:Gdiniô","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\807-Gdynia.txt"
"POR","葡萄牙","里斯本","Lisbon","12","#AE2108","Portugal","1","16","胜利点最高；城市名匹配地区名；补给节点","科英布拉(1)","2","base","11805","20","","所属地区manpower","1995800","112","里斯本","Lisbon","city","6","12.0","5","POR","葡萄牙","Portugal","","POR","","land","urban","true","europe","1","172,87,22","2662.55","9.70","1301.29","1.57","0.22","yes","1","3","2","{""tungsten"": 32}","{""air_base"": 5, ""arms_factory"": 2, ""dockyard"": 2, ""industrial_complex"": 2, ""infrastructure"": 3}","{""naval_base"": 8}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\112-Lisbon.txt"
"POR","葡萄牙","贝雅","Beja","12","#AE2108","Portugal","2","16","人工优先：省会/知名城市；胜利点最高；最高胜利点并列4选1；城市名匹配地区名","波尔蒂芒(1); 法鲁(1); 塞图巴尔(1)","4","base","6933","1","","所属地区manpower","777895","179","贝雅","Beja","rural","2","0.0","9","POR","葡萄牙","Portugal","","POR","","land","plains","false","europe","1","88,135,1","2680.79","9.80","1287.35","1.57","0.20","no","","0","0","","{""industrial_complex"": 3, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\179-Beja.txt"
"POR","葡萄牙","波尔图","Porto","12","#AE2108","Portugal","3","16","胜利点最高；城市名匹配地区名；补给节点","布拉加(5)","2","base","9817","10","","所属地区manpower","1904600","180","波尔图","Porto","large_town","5","0.0","7","POR","葡萄牙","Portugal","","POR","","land","urban","true","europe","1","130,72,134","2671.26","9.50","1346.72","-1.57","0.20","yes","1","3","2","{""coal"": 2}","{""dockyard"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}","{""naval_base"": 3}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\180-Porto.txt"
"POR","葡萄牙","瓜尔达","Guarda","12","#AE2108","Portugal","4","16","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1；城市名匹配地区名","维塞乌(1)","2","base","6996","1","","所属地区manpower","964700","181","瓜尔达","Guarda","town","4","0.0","8","POR","葡萄牙","Portugal","","POR","","land","hills","false","europe","1","88,210,36","2687.54","12.30","1324.78","1.57","0.20","no","","0","0","{""coal"": 1, ""tungsten"": 95}","{""industrial_complex"": 2, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\181-Guarda.txt"
"POR","葡萄牙","比绍","Bissau","12","#AE2108","Portugal","5","16","胜利点最高","","1","base","12891","1","","所属地区manpower","364900","296","葡属几内亚","Portuguese Guinea","enclave","0","0.0","2","POR","葡萄牙","Portugal","","GNB","","land","jungle","true","africa","5","177,201,97","2561.37","9.70","839.87","1.57","0.52","no","","0","0","{""rubber"": 1}","{""infrastructure"": 1}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\296-Portugal Africa.txt"
"POR","葡萄牙","果阿","Goa","12","#AE2108","Portugal","6","16","胜利点最高；城市名匹配地区名","","1","base","1273","1","","所属地区manpower","533952","321","果阿","Goa","enclave","0","0.0","1","POR","葡萄牙","Portugal","","RAJ","","land","mountain","true","asia","6","6,42,60","3959.02","9.50","895.00","1.57","0.22","no","","0","0","","{""infrastructure"": 3}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\321-Goa.txt"
"POR","葡萄牙","罗安达","Luanda","12","#AE2108","Portugal","7","16","胜利点最高；城市名匹配地区名","","1","base","8248","1","","所属地区manpower","1600000","540","罗安达","Luanda","rural","2","0.0","7","POR","葡萄牙","Portugal","","ANG","","land","hills","true","africa","5","94,195,201","3014.80","9.70","507.68","1.57","0.74","no","","0","0","","{""infrastructure"": 1}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\540-Angola.txt"
"POR","葡萄牙","洛伦索-马贵斯","Lourenco Marques","12","#AE2108","Portugal","8","16","胜利点最高；城市名匹配地区名；补给节点","","1","base","8245","1","","所属地区manpower","1226000","544","洛伦索-马贵斯","Lourenço Marques","rural","2","0.0","4","POR","葡萄牙","Portugal","","MZB","","land","plains","true","africa","5","94,186,206","3315.03","9.70","230.69","-1.57","0.68","yes","1","1","1","","{""industrial_complex"": 1, ""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\544-East Africa.txt"
"POR","葡萄牙","丰沙尔","Funchal","12","#AE2108","Portugal","9","16","胜利点最高","","1","base","3118","1","","所属地区manpower","211600","697","马德拉","Madeira","small_island","1","0.0","1","POR","葡萄牙","Portugal","","POR","","land","mountain","true","africa","5","42,118,99","2542.12","9.70","1191.00","-1.57","0.16","no","","0","0","","{""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\697-Madeira.txt"
"POR","葡萄牙","蓬塔德尔加达","Ponta Delgada","12","#AE2108","Portugal","10","16","胜利点最高","","1","base","1751","3","","所属地区manpower","212012","698","亚速尔","Azores","small_island","1","0.0","1","POR","葡萄牙","Portugal","","POR","","land","plains","true","europe","1","8,72,85","2406.11","9.60","1282.40","1.57","0.70","no","","0","0","","{""air_base"": 1, ""infrastructure"": 2}","{""naval_base"": 3}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\698-Azores.txt"
"POR","葡萄牙","普拉亚","Praia","12","#AE2108","Portugal","11","16","胜利点最高","","1","base","13014","1","","所属地区manpower","150600","702","佛得角","Cape Verde","small_island","1","0.0","1","POR","葡萄牙","Portugal","","CBV","","land","plains","true","africa","5","255,5,120","2431.35","9.70","892.23","1.57","0.78","no","","0","0","","{""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\702-Cape Verde.txt"
"POR","葡萄牙","帝力","Dili","12","#AE2108","Portugal","12","16","胜利点最高","","1","base","12190","2","","所属地区manpower","455604","721","东帝汶","East Timor","pastoral","1","0.0","5","POR","葡萄牙","Portugal","","TML","","land","jungle","true","asia","6","174,96,82","4766.37","11.05","508.00","1.57","0.18","no","","0","0","","{""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\721-Portuguese Timor.txt"
"POR","葡萄牙","澳门","Macau","12","#AE2108","Portugal","13","16","胜利点最高；城市名匹配地区名","","1","base","4189","1","","所属地区manpower","157805","729","澳门","Macau","enclave","0","0.0","1","POR","葡萄牙","Portugal","","CHI;PRC","","land","forest","true","asia","6","47,192,43","4573.93","10.10","1011.63","-1.57","0.20","no","","0","0","","{""infrastructure"": 2}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\729-Macau.txt"
"POR","葡萄牙","圣塔伦","Santarém","12","#AE2108","Portugal","14","16","人工优先：省会/知名城市；胜利点最高；最高胜利点并列2选1；城市名匹配地区名","埃武拉(1)","2","base","924","1","","所属地区manpower","729712","795","圣塔伦","Santarém","rural","2","0.0","8","POR","葡萄牙","Portugal","","POR","","land","plains","false","europe","1","4,138,95","2674.12","9.90","1313.29","1.57","0.22","no","","1","1","{""chromium"": 20.0}","{""industrial_complex"": 2, ""infrastructure"": 3}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\795-Santarem.txt"
"POR","葡萄牙","卡宾达","Cabinda","12","#AE2108","Portugal","15","16","胜利点最高；城市名匹配地区名","","1","base","2115","1","","所属地区manpower","25000","796","卡宾达","Cabinda","rural","2","0.0","1","POR","葡萄牙","Portugal","","ANG","","land","forest","true","africa","5","10,9,170","2996.58","9.50","563.59","1.57","0.32","no","","0","0","","{""infrastructure"": 1}","{""naval_base"": 1}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\796-North Angola.txt"
"POR","葡萄牙","新里斯本","Nova Lisboa","12","#AE2108","Portugal","16","16","胜利点最高","","1","base","10966","1","","所属地区manpower","960000","892","西南安哥拉","South West Angola","pastoral","1","0.0","6","POR","葡萄牙","Portugal","","ANG","","land","mountain","false","africa","5","136,90,219","3046.64","14.53","450.00","1.57","1.04","no","","0","0","","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\892-South West Angola.txt"
"PRC","中华人民共和国","瓦窑堡","Wayaobu","82","#BC596D","China","1","3","胜利点最高；补给节点","","1","base","12356","1","","所属地区manpower","1278000","622","陕北","Shaanbei","town","4","0.0","3","PRC","中华人民共和国","China","","PRC;CHI","","land","mountain","false","asia","6","175,60,2","4512.02","14.20","1256.50","1.57","0.42","yes","1","0","0","{""coal"": 12, ""steel"": 3.0, ""tungsten"": 3.0}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\622-China 19.txt"
"PRC","中华人民共和国","延安","Yan'an","82","#BC596D","China","2","3","胜利点最高；城市名匹配地区名；补给节点","","1","base","8049","3","","所属地区manpower","4670800","1032","延安","Yan'an","town","4","0.0","6","PRC","中华人民共和国","China","","PRC;CHI","","land","mountain","false","asia","6","93,129,1","4511.18","13.90","1247.65","1.57","0.40","yes","1","1","1","","{""arms_factory"": 2, ""industrial_complex"": 2, ""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1032 - Yanan.txt"
"PRC","中华人民共和国","榆林","Yulin","82","#BC596D","China","3","3","胜利点最高；城市名匹配地区名","","1","base","7314","1","","所属地区manpower","1057400","1046","榆林","Yulin","town","4","0.0","3","PRC","中华人民共和国","China","","PRC;CHI","","land","desert","false","asia","6","90,69,71","4513.52","12.30","1290.22","1.57","0.42","no","","0","0","{""coal"": 12}","{""infrastructure"": 1}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\1046 - Yulin.txt"
"PRU","秘鲁","利马","Lima","16","#B1AEB1","Peruvian Independent State","1","5","胜利点最高；城市名匹配地区名；补给节点","皮乌拉(2)","2","base","12997","10","","所属地区manpower","3563249","303","利马","Lima","large_city","8","0.0","7","PRU","秘鲁","Peruvian Independent State","","PRU","","land","mountain","true","south_america","3","178,204,167","1604.14","10.16","681.00","1.57","0.54","yes","1","0","0","{""coal"": 4, ""oil"": 14}","{""air_base"": 3, ""arms_factory"": 1, ""industrial_complex"": 6, ""infrastructure"": 2}","{""naval_base"": 5}","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\303-Peru.txt"
"PRU","秘鲁","尤里马瓜斯","Yurimaguas","16","#B1AEB1","Peruvian Independent State","2","5","胜利点最高","","1","base","10970","1","","所属地区manpower","176626","491","洛雷托","Loreto","pastoral","1","0.0","5","PRU","秘鲁","Peruvian Independent State","","PRU","","land","jungle","false","south_america","3","136,96,149","1626.46","10.00","770.48","-1.57","0.92","no","","0","0","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\491-Loreto.txt"
"PRU","秘鲁","阿雷基帕","Arequipa","16","#B1AEB1","Peruvian Independent State","3","5","胜利点最高；城市名匹配地区名；补给节点","莫延多(1); 普诺(1)","3","base","2210","5","","所属地区manpower","1601278","492","阿雷基帕","Arequipa","rural","2","0.0","8","PRU","秘鲁","Peruvian Independent State","","PRU","","land","mountain","false","south_america","3","10,174,70","1682.34","19.60","610.64","-1.57","0.60","yes","1","1","1","{""tungsten"": 6}","{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\492-Piura.txt"
"PRU","秘鲁","库斯科","Cusco","16","#B1AEB1","Peruvian Independent State","4","5","胜利点最高","普卡尔帕(2); 马尔多纳多港(1)","3","base","5166","3","","所属地区manpower","735826","494","乌卡亚利","Ucayali","rural","2","0.0","7","PRU","秘鲁","Peruvian Independent State","","PRU","","land","mountain","false","south_america","3","52,72,53","1680.56","19.80","651.69","1.57","0.92","no","","1","1","","{""infrastructure"": 2}","","","","D:\Steam\steamapps\common\Hearts of Iron IV\history\states\494-Ucayali.txt"
